Date,Open,High,Low,Close,Adj Close,Volume
2022-10-03,148.500000,148.500000,143.100006,143.149994,143.149994,7669
2022-10-04,145.850006,157.449997,142.600006,149.550003,149.550003,10247
2022-10-06,149.899994,151.000000,146.649994,148.300003,148.300003,5454
2022-10-07,148.300003,148.550003,144.350006,144.899994,144.899994,8681
2022-10-10,144.350006,151.000000,144.350006,147.500000,147.500000,9783
2022-10-11,147.500000,149.350006,142.000000,143.800003,143.800003,4558
2022-10-12,143.000000,144.399994,140.100006,140.649994,140.649994,8635
2022-10-13,142.050003,148.500000,138.899994,145.399994,145.399994,21963
2022-10-14,146.899994,146.899994,142.500000,142.850006,142.850006,5388
2022-10-17,138.300003,152.800003,138.300003,145.100006,145.100006,27557
2022-10-18,147.899994,149.800003,146.100006,147.699997,147.699997,19064
2022-10-19,145.100006,147.300003,142.500000,144.250000,144.250000,12598
2022-10-20,142.050003,147.000000,141.100006,142.750000,142.750000,26289
2022-10-21,145.500000,145.850006,140.000000,142.600006,142.600006,10982
2022-10-24,144.949997,155.500000,144.899994,151.600006,151.600006,43022
2022-10-25,156.199997,158.000000,145.550003,146.649994,146.649994,57631
2022-10-27,146.699997,151.000000,146.050003,148.449997,148.449997,8655
2022-10-28,152.949997,154.500000,149.000000,150.750000,150.750000,37396
2022-10-31,153.000000,153.000000,150.000000,151.149994,151.149994,8697
2022-11-01,150.050003,152.500000,145.449997,148.050003,148.050003,26371
2022-11-02,146.100006,152.449997,146.100006,151.300003,151.300003,11660
2022-11-03,151.250000,152.500000,149.800003,150.949997,150.949997,13009
2022-11-04,150.000000,150.800003,148.149994,149.300003,149.300003,8682
2022-11-07,152.500000,152.500000,147.000000,148.350006,148.350006,17947
2022-11-09,147.000000,149.300003,146.500000,147.300003,147.300003,8151
2022-11-10,145.699997,147.449997,143.649994,145.050003,145.050003,12587
2022-11-11,144.649994,152.000000,133.350006,135.850006,135.850006,91630
2022-11-14,137.199997,137.899994,132.000000,135.300003,135.300003,17195
2022-11-15,136.449997,140.000000,134.550003,136.550003,136.550003,12384
2022-11-16,136.550003,138.899994,134.000000,134.949997,134.949997,6562
2022-11-17,137.550003,137.800003,132.050003,133.800003,133.800003,9343
2022-11-18,138.000000,138.600006,130.750000,134.449997,134.449997,20994
2022-11-21,136.000000,136.899994,131.149994,132.949997,132.949997,6431
2022-11-22,135.850006,138.600006,132.050003,137.399994,137.399994,24165
2022-11-23,138.000000,138.449997,132.000000,133.850006,133.850006,14494
2022-11-24,133.699997,135.800003,132.600006,132.750000,132.750000,5500
2022-11-25,134.000000,136.800003,131.550003,133.350006,133.350006,11530
2022-11-28,133.699997,135.899994,133.600006,133.949997,133.949997,5266
2022-11-29,132.649994,135.949997,132.649994,134.199997,134.199997,5045
2022-11-30,132.149994,133.949997,131.300003,131.800003,131.800003,9659
2022-12-01,132.000000,133.500000,128.600006,129.800003,129.800003,20542
2022-12-02,130.000000,133.449997,128.050003,131.300003,131.300003,15432
2022-12-05,132.449997,141.949997,132.449997,136.899994,136.899994,90977
2022-12-06,137.899994,137.899994,134.600006,136.300003,136.300003,8421
2022-12-07,138.800003,138.800003,133.100006,134.300003,134.300003,9247
2022-12-08,137.000000,137.000000,132.550003,132.949997,132.949997,9329
2022-12-09,134.750000,135.800003,131.100006,131.500000,131.500000,6219
2022-12-12,131.000000,134.500000,129.699997,131.699997,131.699997,4716
2022-12-13,132.500000,136.899994,129.100006,134.500000,134.500000,28432
2022-12-14,134.800003,138.500000,132.199997,133.000000,133.000000,6479
2022-12-15,132.199997,134.949997,132.050003,132.800003,132.800003,4280
2022-12-16,135.800003,135.800003,130.600006,132.600006,132.600006,5052
2022-12-19,135.000000,135.000000,130.149994,130.649994,130.649994,9725
2022-12-20,128.399994,136.000000,128.399994,131.850006,131.850006,10950
2022-12-21,133.899994,133.899994,127.000000,128.399994,128.399994,11972
2022-12-22,126.650002,128.399994,122.099998,125.699997,125.699997,11491
2022-12-23,127.000000,127.000000,116.000000,120.349998,120.349998,27409
2022-12-26,123.750000,126.300003,119.750000,122.650002,122.650002,9122
2022-12-27,127.949997,128.000000,122.250000,123.750000,123.750000,4970
2022-12-28,122.349998,126.949997,122.349998,126.099998,126.099998,4549
2022-12-29,135.000000,151.300003,134.949997,151.300003,151.300003,546103
2022-12-30,159.899994,177.000000,154.250000,158.899994,158.899994,1739807
2023-01-02,158.199997,158.199997,149.000000,150.399994,150.399994,161835
2023-01-03,149.949997,154.399994,146.100006,152.399994,152.399994,110237
2023-01-04,151.000000,153.350006,146.100006,148.899994,148.899994,44952
2023-01-05,149.899994,155.750000,145.199997,147.399994,147.399994,37562
2023-01-06,145.800003,148.500000,140.000000,141.300003,141.300003,89975
2023-01-09,143.100006,144.699997,140.050003,140.600006,140.600006,22953
2023-01-10,142.000000,161.899994,141.800003,148.550003,148.550003,375201
2023-01-11,147.699997,154.399994,146.449997,147.449997,147.449997,69510
2023-01-12,147.899994,151.000000,144.100006,144.800003,144.800003,47947
2023-01-13,146.449997,147.899994,142.550003,143.350006,143.350006,39095
2023-01-16,146.899994,150.000000,145.000000,147.649994,147.649994,62518
2023-01-17,145.699997,147.000000,142.000000,143.050003,143.050003,29360
2023-01-18,143.500000,151.600006,142.649994,145.399994,145.399994,72581
2023-01-19,144.350006,145.899994,142.250000,142.850006,142.850006,22842
2023-01-20,145.000000,145.000000,140.500000,141.100006,141.100006,28950
2023-01-23,141.949997,144.300003,138.000000,139.199997,139.199997,16598
2023-01-24,139.899994,143.199997,137.300003,139.149994,139.149994,26259
2023-01-25,139.000000,139.399994,136.600006,136.949997,136.949997,12599
2023-01-27,137.949997,138.850006,131.000000,133.500000,133.500000,26760
2023-01-30,134.000000,137.149994,123.099998,126.250000,126.250000,60871
2023-01-31,129.399994,131.000000,126.300003,130.300003,130.300003,25362
2023-02-01,132.800003,132.800003,125.599998,127.300003,127.300003,18569
2023-02-02,129.199997,129.449997,121.000000,124.349998,124.349998,37943
2023-02-03,125.599998,127.449997,123.000000,123.900002,123.900002,18102
2023-02-06,121.500000,127.000000,121.199997,125.300003,125.300003,14538
2023-02-07,125.349998,126.750000,123.250000,123.949997,123.949997,10791
2023-02-08,123.949997,128.500000,123.949997,126.400002,126.400002,7893
2023-02-09,128.649994,128.649994,125.300003,126.449997,126.449997,10552
2023-02-10,125.000000,132.899994,124.199997,125.349998,125.349998,48759
2023-02-13,125.900002,126.550003,123.699997,124.550003,124.550003,8912
2023-02-14,123.050003,125.050003,121.500000,123.150002,123.150002,11845
2023-02-15,124.300003,126.099998,123.050003,124.250000,124.250000,3277
2023-02-16,126.550003,126.550003,125.000000,125.150002,125.150002,2229
2023-02-17,127.750000,127.750000,122.050003,124.550003,124.550003,10002
2023-02-20,126.900002,141.000000,122.599998,133.649994,133.649994,127928
2023-02-21,134.000000,136.449997,128.100006,129.800003,129.800003,23967
2023-02-22,128.800003,129.500000,124.000000,124.849998,124.849998,16627
2023-02-23,124.000000,125.400002,120.199997,121.599998,121.599998,15465
2023-02-24,127.949997,135.500000,121.900002,122.400002,122.400002,162641
2023-02-27,126.000000,126.500000,121.050003,123.300003,123.300003,18759
2023-02-28,123.300003,125.000000,122.250000,123.699997,123.699997,19818
2023-03-01,122.599998,124.750000,122.599998,123.900002,123.900002,16598
2023-03-02,124.650002,124.650002,122.500000,122.900002,122.900002,11417
2023-03-03,124.449997,124.449997,121.000000,122.199997,122.199997,25732
2023-03-06,124.650002,124.650002,122.599998,122.699997,122.699997,10192
2023-03-08,122.599998,124.500000,122.599998,123.150002,123.150002,11032
2023-03-09,123.650002,125.900002,122.650002,123.099998,123.099998,10063
2023-03-10,123.000000,123.599998,121.300003,122.099998,122.099998,7581
2023-03-13,122.099998,123.349998,119.099998,119.699997,119.699997,68370
2023-03-14,119.099998,122.650002,116.500000,118.699997,118.699997,14288
2023-03-15,119.000000,121.199997,114.849998,115.550003,115.550003,14399
2023-03-16,115.550003,115.550003,113.500000,114.300003,114.300003,11558
2023-03-17,115.000000,115.000000,113.050003,113.349998,113.349998,28342
2023-03-20,112.000000,123.550003,111.000000,111.849998,111.849998,10088
2023-03-21,112.750000,113.550003,109.750000,111.599998,111.599998,23642
2023-03-22,114.500000,114.500000,111.550003,112.199997,112.199997,12602
2023-03-23,111.699997,113.349998,110.000000,111.150002,111.150002,13158
2023-03-24,112.500000,113.000000,110.099998,110.449997,110.449997,24951
2023-03-27,108.900002,110.050003,103.550003,104.449997,104.449997,21193
2023-03-28,107.699997,107.750000,101.500000,103.550003,103.550003,234544
2023-03-29,102.099998,106.750000,100.250000,103.099998,103.099998,296230
2023-03-31,104.300003,108.400002,104.000000,106.550003,106.550003,204111
2023-04-03,107.000000,127.849998,106.800003,127.550003,127.550003,274817
2023-04-05,128.800003,128.800003,121.300003,122.550003,122.550003,137751
2023-04-06,121.300003,125.550003,119.800003,122.349998,122.349998,28957
