date,headline_text,open,high,low,close,adj close,volume
2016-03-16,Bengaluru pals building India's first driverless car,57.450001,57.75,55.700001,56.25,49.463032,17032.0
2016-03-17,Next week's Republican debate canceled: local media,56.599998,58.599998,55.349998,56.0,49.243195,42994.0
2016-03-18,Inspect Yazidi mass grave: Kurds to International Criminal Court,56.5,56.849998,55.599998,56.049999,49.287159,23761.0
2016-03-21,PM Narendra Modi God's gift to India; messiah for the poor: Venkaiah Naidu,56.049999,56.599998,54.099998,55.200001,48.539726,56883.0
2016-03-22,We need to improve our performance: Steven Smith,55.75,55.849998,54.0,54.349998,47.792282,43867.0
2016-03-23,Donald Trump sells himself as 'true friend of Israel' to Jewish group AIPAC,54.950001,55.0,53.950001,54.650002,48.056084,30863.0
2016-03-28,Other batsmen now need to step up; says cautious Dhoni,54.450001,57.450001,54.0,54.299999,47.748314,31049.0
2016-03-29,InFocus Bingo 50 review: The cheaper OnePlus One,54.049999,54.849998,52.450001,52.75,46.38533,31073.0
2016-03-30,Kejriwal asks Prez to help jewellers on excise duty issue,53.099998,54.75,52.700001,54.200001,47.660378,51901.0
2016-03-31,Now; airport app for iPhones,54.700001,54.700001,53.099998,53.849998,47.352608,28327.0
2016-04-01,LeEco to invest $10 million to set up cloud; content network in India,53.849998,58.5,53.150002,58.099998,51.089813,121978.0
2016-04-04,NIA team in US to look into LeT role in Samjhauta blast,58.900002,61.0,58.5,59.049999,51.92519,52245.0
2016-04-05,7.1 cr students take pvt tuitions: Report,57.049999,60.0,57.049999,57.849998,50.869972,20838.0
2016-04-06,Rajan to students: Be articulate in expressing independence,59.950001,63.5,58.200001,61.650002,54.211479,188358.0
2016-04-07,Listen to Merle Haggard songs: A tribute,62.150002,67.900002,61.900002,65.300003,57.421085,415706.0
2016-04-08,Hafiz Saeed running own Sharia court in Lahore to dispense swift justice,65.300003,69.550003,64.400002,68.949997,60.630676,243102.0
2016-04-11,Pakistan PM calls up PM Modi; condoles death in Kerala fire tragedy,69.0,70.900002,65.800003,68.5,60.234978,139177.0
2016-04-12,Urban India more sick than rural; pollution; bad diet blamed,69.199997,69.800003,68.099998,69.199997,60.850513,88936.0
2016-04-13,Israel offers remedy for Punjab; Haryana water woes,70.0,70.599998,66.5,69.25,60.894493,102853.0
2016-04-18,Doha oil talks end without agreement: Qatari minister,69.25,69.400002,66.400002,66.849998,58.784061,90815.0
2016-04-20,Kuwait oil workers reject appeals to end strike,66.300003,67.900002,65.199997,65.900002,57.948696,57249.0
2016-04-21,Karnataka shows why it'll be tough to cap surge pricing,66.050003,67.0,64.550003,64.949997,57.113312,53283.0
2016-04-22,Discussed GST with majority parties; one or two issues left: Naidu,64.800003,68.0,64.800003,66.5,58.476292,136160.0
2016-04-25,Why is the govt sitting over 170 names: Chief Justice of India TS Thakur,66.5,67.150002,65.099998,65.400002,57.50901,41502.0
2016-04-26,This Saudi prince's nickname is 'Mr Everything',65.25,68.0,65.150002,66.949997,58.871994,54842.0
2016-04-27,Innovator's effort lies in convincing that the world is diminished without his innovation: Arvind Viswanathan,66.650002,68.550003,66.0,66.150002,58.168526,37942.0
2016-04-28,Fed keeps key rate unchanged; noting slower US growth,66.849998,66.900002,64.0,64.199997,56.453808,43040.0
2016-04-29,Facebook says government data queries up 13 percent,65.800003,65.900002,62.299999,63.5,55.838261,33208.0
2016-05-02,Uttarakhand forest fires: Natural or motivated?,65.75,66.5,63.549999,65.300003,57.421085,29843.0
2016-05-03,Capitation fee is illegal; rules Supreme Court,66.199997,66.199997,62.75,63.0,55.398594,38501.0
2016-05-04,SC firm on NEET; 2nd phase on July 24,62.549999,64.25,62.549999,63.0,55.398594,23908.0
2016-05-05,Supreme Court gets four new judges; still two short of strength,63.450001,63.799999,61.200001,62.200001,54.695122,41517.0
2016-05-06,Press Release from Business Wire : GTB,62.0,63.0,61.049999,61.900002,54.431324,10578.0
2016-05-09,My phones being tapped; BJP indulging in politics of blackmail: Harish Rawat,62.0,63.349998,61.0,62.799999,55.222721,18684.0
2016-05-10,Plebiscite would never happen in Kashmir; said Ayub Khan in 1959,63.299999,63.900002,62.099998,63.0,55.398594,12581.0
2016-05-11,PC market slump continues; Apple maintains lead,62.0,63.400002,62.0,62.549999,55.002895,17718.0
2016-05-12,Nissan in talks for controlling stake in Mitsubishi: media,62.400002,64.0,61.200001,63.400002,55.750336,20205.0
2016-05-13,US oil hits new 2016 high as IEA sees glut easing,64.349998,69.0,64.0,67.650002,59.487534,122800.0
2016-05-16,Seven dead in raid on Iraqi gas plant claimed by IS,68.449997,72.699997,68.349998,71.699997,63.048878,311003.0
2016-05-17,LeEco Le 1s Eco Review: Le 1s with an Indian element,73.0,74.0,70.550003,70.949997,62.389378,154311.0
2016-05-18,Here's why Americans are withdrawing from internet,70.75,70.75,68.0,69.650002,61.246227,67318.0
2016-05-19,7 hottest smartwatches available in India,70.650002,73.0,69.0,69.550003,61.158291,97621.0
2016-05-20,Oil prices erase early fall to end little-changed,70.300003,70.949997,68.099998,68.550003,60.278957,38788.0
2016-05-23,RDSO to start Talgo trial by May end,69.199997,69.949997,66.599998,67.550003,59.399605,35420.0
2016-05-24,Latest in list of Chinese fakes: India President,68.400002,68.699997,64.099998,65.849998,57.904724,63463.0
2016-05-25,AddressHealth raises $1.5 million in series a funding,66.0,67.0,65.5,65.949997,57.992661,25746.0
2016-05-26,Gandhi erased from Tripura textbook?,65.099998,66.75,65.0,65.599998,57.684883,29679.0
2016-05-27,Hundreds in candlelight vigil for EgyptAir crash victims,66.599998,69.0,65.0,68.5,60.234978,47133.0
2016-05-30,See; what this Batman-inspired software can do to your smartphone,66.099998,66.099998,61.0,61.799999,54.343388,188624.0
2016-05-31,500 Indians attracted to IS; being tracked in real time,61.0,62.400002,60.299999,60.75,53.420074,67874.0
2016-06-01,Give nod to institutes or face action: SC to AICTE,61.349998,62.900002,60.549999,60.700001,53.376102,53740.0
2016-06-02,'Jaish's profile went up after Pathankot attack',61.299999,61.400002,58.400002,58.700001,51.61742,77050.0
2016-06-03,Cos in niche areas build own talent through academies,59.349998,61.299999,57.849998,58.75,51.661385,97088.0
2016-06-06,Amazon faces backlash over religious images on doormats,59.0,60.0,58.099998,59.349998,52.188992,47714.0
2016-06-07,PM Modi arrives in Washington on key US visit,59.5,69.650002,59.0,66.5,58.476292,966196.0
2016-06-08,Sports Direct boss admits minimum wage breach in UK,66.449997,71.0,66.349998,68.949997,60.630676,325711.0
2016-06-09,Narayanasamy retains Home; Finance,69.449997,69.449997,65.699997,66.199997,58.21249,79098.0
2016-06-10,Press Release from Business Wire : Lenovo,66.300003,69.099998,64.400002,64.800003,56.981415,93422.0
2016-06-13,Rampaging India eye series against listless Zimbabwe,64.349998,64.349998,61.700001,62.049999,54.563221,130056.0
2016-06-14,Centre plans NH grids for smooth travel,62.950001,68.0,62.75,66.300003,58.300438,322296.0
2016-06-15,Google chief says Israeli tech second only to Silicon Valley,66.75,69.699997,66.550003,67.849998,59.663403,186592.0
2016-06-16,Samsung Galaxy Note 7's iris scanner modules to be made by Patron,68.400002,74.0,67.099998,71.199997,62.609203,607702.0
2016-06-17,Delivering affordable computing for schools and small businesses,72.0,76.5,67.5,69.75,61.334164,439074.0
2016-06-20,2nd T20I: Wounded India eye fightback against revived Zimbabwe,69.599998,71.0,68.599998,68.75,60.454811,110046.0
2016-06-21,UK lawmakers pay tribute to Jo Cox,68.800003,69.449997,67.099998,67.599998,59.443573,108491.0
2016-06-22,3rd T20I: India hold edge in series-decider against Zimbabwe,68.550003,68.949997,64.900002,65.349998,57.465054,83380.0
2016-06-23,Air India's frequent flyers lose miles worth lakhs of rupees to hackers,65.0,68.25,63.5,65.800003,57.860752,110716.0
2016-06-24,Maurya's BJP talks hit dead end on CM pitch,63.5,64.449997,60.200001,63.5,55.838261,225555.0
2016-06-27,India to become full member of Missile Technology Control Regime,65.300003,67.5,63.0,65.699997,57.77282,129614.0
2016-06-28,Next-generation Apple Watch to use thinner micro-LED display,66.400002,68.449997,66.25,67.300003,59.179764,116396.0
2016-06-29,UP sets up panel to solve Gumnami Baba mystery,67.800003,68.400002,66.5,66.900002,58.828026,76516.0
2016-06-30,Rs 85;000 crore bonanza for 1cr central govt staff & pensioners,67.599998,67.699997,66.0,66.699997,58.652157,67423.0
2016-07-01,Explosives links Hyderabad to Paris & Brussels,67.5,73.800003,67.5,71.300003,62.697144,474619.0
2016-07-04,NDA ministerial reshuffle likely on Tuesday,71.650002,73.0,71.050003,72.099998,63.400608,192170.0
2016-07-05,Sony Bravia X93D 4K HDR Android TV review: Everything under one roof,71.25,73.400002,68.099998,68.5,60.234978,170393.0
2016-07-07,Moto G4 review: A trusted budget smartphone,67.699997,70.199997,67.699997,68.75,60.454811,83667.0
2016-07-08,Ringing Bells Elegance Freedom 251 First Impressions Flipkart Specifications Price launch India,68.449997,70.199997,67.199997,68.75,60.454811,108619.0
2016-07-11,Buy unsold Air India metro seats at Rajdhani AC II fares,69.699997,72.5,69.650002,70.349998,61.861771,126635.0
2016-07-12,HP Elite X3 price and launch details surface online,70.800003,71.75,69.5,70.849998,62.301434,92858.0
2016-07-13,Venezuelan military begins overseeing food distribution,70.949997,70.949997,69.050003,69.75,61.334164,61122.0
2016-07-14,After SCS ruling; China's Arunachal claim in choppy seas,70.0,70.900002,69.25,69.699997,61.290184,40198.0
2016-07-15,Airtel launches 'Happy Hours' for prepaid users: Offers 50% data back,70.25,70.5,68.199997,68.650002,60.36689,61022.0
2016-07-18,Made for India; Made by Tesla,69.900002,70.0,68.099998,68.349998,60.103081,49876.0
2016-07-19,Here's how to chat with new font on WhatsApp,69.400002,69.5,67.300003,67.449997,59.311661,41742.0
2016-07-20,Volkswagen execs named in new emissions lawsuits,68.0,69.699997,67.349998,68.849998,60.542747,46802.0
2016-07-21,Advertorial: 5 reasons LYF Earth 2 should be your next smartphone,69.199997,69.5,67.099998,67.400002,59.267704,51803.0
2016-07-22,Third party motor insurance on an uptick in Tamil Nadu,67.449997,70.400002,67.300003,69.599998,61.202259,92451.0
2016-07-25,1st Test: India demolish WI by an innings and 92 runs,70.199997,72.900002,69.650002,72.150002,63.444572,158076.0
2016-07-26,We are trained not to be emotional; but feel sorry for pellet injuries; says CRPF DG,72.349998,74.0,70.150002,71.25,62.653172,149162.0
2016-07-27,F1 chief Ecclestone's mother-in-law kidnapped in Brazil,71.0,72.800003,69.5,70.400002,61.905739,64824.0
2016-07-28,Prisma app review: Transforms your photos into work of art,70.800003,71.25,69.25,70.050003,61.597961,49258.0
2016-07-29,Time for Indian archers to bury London ghosts,70.349998,71.5,68.099998,68.75,60.454811,53918.0
2016-08-01,KL Rahul's career-best gives India commendable lead,69.900002,70.300003,68.199997,68.550003,60.278957,53690.0
2016-08-02,Bulandshahr gangrape: Centre seeks report from UP government,68.300003,69.550003,66.199997,66.849998,58.784061,59864.0
2016-08-03,Rampant India held back by weather at Kingston,67.650002,68.0,66.25,66.550003,58.52026,40587.0
2016-08-04,Chase century pulls off miraculous escape for West Indies,67.349998,67.650002,65.699997,65.900002,57.948696,29459.0
2016-08-05,Ranger dies in Spain blaze after German lights toilet paper,66.75,68.900002,66.0,68.099998,59.88324,56888.0
2016-08-08,ESSAR to pump Rs 1;200 crore into refinery to up margin,68.099998,69.849998,67.349998,67.900002,59.707375,67498.0
2016-08-09,Abhinav Bindra misses medal but pleased with his performance,68.099998,68.199997,66.599998,66.900002,58.828026,40748.0
2016-08-10,TCS ranked among 100 most valuable brands in US,67.199997,67.900002,64.699997,64.949997,57.113312,61381.0
2016-08-11,Epson EH-TW5300 projector review: The ideal device for your home theatre,65.900002,66.300003,64.650002,65.550003,57.640923,23714.0
2016-08-12,Indian light vehicle market to cross the 4 million unit mark,65.949997,66.5,64.050003,65.849998,57.904724,40360.0
2016-08-16,Petrol price slashed by Re 1 per litre; diesel by Rs 2,65.550003,66.900002,64.5,66.400002,58.388363,30037.0
2016-08-17,Nestle to enter breakfast cereals with Ceregrow,66.949997,70.5,66.0,68.349998,60.103081,134633.0
2016-08-18,Organised wholesale makes a splash,68.900002,71.0,68.75,69.5,61.114323,85157.0
2016-08-19,RBI may ease banks' branch burden,69.900002,71.0,69.5,69.900002,61.466057,88260.0
2016-08-22,Was hounded by UP govt as if I were Dawood Ibrahim: Dayashankar Singh,70.0,74.699997,69.199997,73.650002,64.763596,328009.0
2016-08-23,Pledging of shares by promoters at seven-year high,74.5,75.400002,72.75,73.400002,64.543762,235709.0
2016-08-24,Online wedding service marketplace raises funds from ah!ventures; others,72.650002,72.650002,69.800003,70.849998,63.601185,94513.0
2016-08-25,Italy quake kills 247 as rescuers race to find survivors,70.900002,72.150002,69.699997,69.949997,62.793266,55842.0
2016-08-26,RBI curbs large loans to single group,70.300003,71.349998,69.099998,69.550003,62.434196,50349.0
2016-08-29,Soon; robot to greet you at HDFC Bank,70.25,70.400002,68.5,68.800003,61.760933,45980.0
2016-08-30,Samsung Galaxy Note 7 users complain of crashes; bricking,69.5,72.150002,68.050003,70.949997,63.69096,119507.0
2016-08-31,Allow mobile registration from any bank's ATM: RBI,71.300003,72.800003,70.5,70.900002,63.646076,147227.0
2016-09-01,20 difficult questions asked in Google interviews,69.25,69.25,65.699997,66.099998,59.337177,258078.0
2016-09-02,Powerful 7.1 magnitude quake jolts New Zealand; tsunami warning issued: USGS,66.150002,66.900002,65.300003,65.849998,59.112751,64409.0
2016-09-06,Explosions in Afghan capital Kabul kill at least 24,66.300003,67.0,65.199997,65.449997,58.753666,62765.0
2016-09-07,GOQii 2 review: A fitness band with a coach,65.0,66.5,65.0,65.900002,59.157639,45420.0
2016-09-08,I wish I were 30 years old today: Mukesh Ambani,65.699997,66.75,65.25,65.5,58.798557,63345.0
2016-09-09,TCS warns of weak Q2 as spending by US cos slows,65.900002,66.0,64.5,64.849998,58.215061,38566.0
2016-09-12,Flipkart plans to hire 10;000 temporary staff,63.700001,64.699997,63.150002,63.450001,56.958298,37685.0
2016-09-14,In last 4 months; onion farmers lost Rs 800 crore,63.299999,69.5,63.299999,68.050003,61.087662,240985.0
2016-09-15,RCom; Aircel dial merger; create fourth largest telco,68.400002,68.599998,65.550003,65.949997,59.202522,87292.0
2016-09-16,Petrol price up by 58 paise a litre; diesel cut by 31 paise,67.0,70.0,66.599998,67.650002,60.728588,196727.0
2016-09-19,Army to turn on heat; asks govt to consider cross-border strikes,68.0,69.699997,68.0,68.699997,61.671158,90740.0
2016-09-20,Cos Bend & Break HR Rules To Let Staff Have Their Way,69.449997,69.699997,66.599998,67.300003,60.414394,94779.0
2016-09-21,Cabinet may nod to Feb 1 as Budget day,69.75,69.75,67.199997,67.5,60.593933,124718.0
2016-09-22,India slams terrorist Burhan Wani's reference in Nawaz Sharif's UN speech,68.849998,69.0,67.5,68.25,61.267193,38773.0
2016-09-23,'F-16s flying over Islamabad;' Pak journo tweets,68.5,69.0,66.5,66.75,59.920662,57881.0
2016-09-26,Live Cricket Score India vs New Zealand Test Match Day 5 Cricket News,67.5,68.0,66.099998,66.25,59.471828,36451.0
2016-09-27,8-layered wall secures data: GST tech backbone chief,65.849998,67.5,65.599998,66.099998,59.337177,48860.0
2016-09-28,Saarc meet virtually off as PM Modi says he won't go to Pakistan,67.0,68.449997,66.199997,67.650002,60.728588,70902.0
2016-09-29,SC expunges panel's comments against HDFC Bank,67.25,68.5,63.0,64.050003,57.496918,109514.0
2016-09-30,Sensex falls 1.6% as strikes across LoC unnerve D-St,64.0,64.949997,63.150002,63.75,57.227604,53033.0
2016-10-03,NIA arrests six persons in Kerala with suspected IS links,63.25,67.800003,63.25,66.050003,59.292294,78802.0
2016-10-04,FII inflows cross Rs 20k cr in Sept,66.400002,67.300003,64.5,66.599998,59.786015,66624.0
2016-10-05,Roopa 'Draupadi' Ganguly gets Sidhu's seat in RS,67.099998,79.900002,66.5,79.900002,71.725273,2356574.0
2016-10-06,Southern chain A2B tests PE appetite,81.800003,92.900002,80.550003,88.099998,79.086304,4120523.0
2016-10-07,One-third of cos assess job aspirants on gut feeling,87.900002,92.75,87.5,90.050003,80.836807,1331785.0
2016-10-10,Ease of doing business race hots up among states,89.900002,90.599998,85.0,85.449997,76.707428,462657.0
2016-10-13,Gurgaon's driverless pod taxi service referred to Niti Aayog over safety concerns,85.400002,85.400002,80.449997,81.5,73.16156,223918.0
2016-10-14,Dark horse CM candidate HS Phoolka toils silently,81.5,89.650002,81.0,89.550003,80.387955,619412.0
2016-10-17,CXO tenure: Cos look to keep it short,91.0,92.349998,84.199997,85.199997,76.483002,394123.0
2016-10-18,'Cruel' spots off travel sites' itinerary,85.900002,89.900002,84.699997,88.449997,79.400497,422080.0
2016-10-19,LoC crossed earlier too; but it was different this time: Government to parliamentary panel,88.550003,92.449997,88.050003,88.650002,79.580032,361709.0
2016-10-20,Court grants Shah bail in graft case,85.599998,89.599998,85.5,85.900002,77.111397,338943.0
2016-10-21,Norms for foreign funds in startups; fin cos eased,85.900002,88.0,84.199997,84.599998,75.944397,243768.0
2016-10-24,Samsung to lose India top spot; premium market boosts Apple pie,84.0,87.199997,84.0,84.550003,75.899521,128426.0
2016-10-25,LeTs bomb expert was the best friend of IS jihadi from India,85.099998,91.900002,85.0,90.5,81.240761,1286064.0
2016-10-26,India vs New Zealand 2016; 4th ODI: India aim to close out series in Ranchi,89.5,94.5,87.800003,89.650002,80.47773,919614.0
2016-10-27,Akhilesh minister sacked by Samajwadi Party; stays in government,89.5,91.699997,87.300003,88.050003,79.04142,288484.0
2016-10-28,Secularism not aloofness to religion: SC,88.099998,91.699997,88.099998,90.300003,81.061226,371684.0
2016-11-01,India to approach Pakistan foreign ministry for release of soldier,90.800003,91.949997,88.150002,89.099998,79.983986,125294.0
2016-11-02,8 civilians die in Pakistani firing; BSF destroys 14 enemy outposts in retaliation,87.099998,88.0,83.300003,84.050003,75.450676,254750.0
2016-11-03,Grand alliance in UP only if SP; BSP unite: Nitish Kumar,83.5,87.900002,82.650002,83.099998,74.597855,213119.0
2016-11-04,Tata orders to Pallonji drop to zero from Rs 1k cr in 3 yrs,83.949997,84.599998,77.75,78.449997,70.423615,208931.0
2016-11-07,Make paddy straw profitable for farmers: Agriculture scientist,80.0,84.0,80.0,81.25,72.937134,180408.0
2016-11-08,Lloyd's to launch India ops from Mumbai in '17,82.400002,83.349998,79.599998,81.199997,72.892258,70961.0
2016-11-09,High returns lure investors to SME IPOs,70.099998,78.949997,66.699997,78.050003,70.064537,202805.0
2016-11-10,New notes won't have 'tracking chips': RBI,81.900002,87.5,79.099998,86.0,77.201172,344044.0
2016-11-11,Live score: India vs England; 1st Test; Day 5,84.949997,86.199997,79.0,79.550003,71.411072,259351.0
2016-11-15,US pivot to Asia uncertain India may have to reassess its Act East policy,79.949997,79.949997,70.199997,71.849998,64.498871,171697.0
2016-11-16,Questionable investments led to writedowns: Mistry,73.550003,76.199997,72.0,72.849998,65.396561,108536.0
2016-11-17,Pakistan will give 'befitting response' to any 'reckless move' by its enemies; says Nawaz Sharif,72.849998,73.699997,69.800003,70.300003,63.107468,66259.0
2016-11-18,WOW: Artificial intelligence is coming soon; to a device near you,71.050003,71.050003,67.150002,67.75,60.818359,138003.0
2016-11-21,Live cricket score updates: India v England; 2nd Test; Vizag,68.900002,68.900002,63.5,64.25,57.676449,97399.0
2016-11-22,Harvard Biz Publishing designs e-courses for India,65.900002,68.300003,64.5,65.949997,59.202522,79334.0
2016-11-23,Auto sales feel cash crunch heat,66.5,70.0,65.400002,68.800003,61.760933,112412.0
2016-11-24,Brexit fallout to cost UK extra 122 billion over five years,67.599998,73.0,67.199997,72.050003,64.678421,139145.0
2016-11-25,Ensure note ban affects none: Court,72.5,75.5,72.5,73.849998,66.294243,95850.0
2016-11-28,RBI's diktat for retro CRR puts banks at risk of default,74.0,77.949997,74.0,77.300003,69.391281,151183.0
2016-11-29,When Trump Tower became 'Dump Tower',78.400002,82.5,75.650002,77.550003,69.6157,535042.0
2016-11-30,Dutch MPs approve partial ban on burqa in public places,74.0,76.800003,71.150002,71.800003,64.453995,262602.0
2016-12-01,Samba attackers entered from Pakistan via 80-metre tunnel?,71.800003,72.699997,68.900002,69.449997,62.344425,117780.0
2016-12-02,Jan Dhan push for tea workers,68.650002,69.5,67.550003,67.800003,60.863243,80299.0
2016-12-05,IRDAI tightens non-compete fee rules for M&As,69.0,71.699997,68.300003,70.300003,63.107468,140895.0
2016-12-06,Jayalalithaa timeline: Revered; respected; remembered,71.5,72.25,69.5,70.349998,63.152351,61766.0
2016-12-07,Ind directors lauded Cyrus: Tata Power,71.0,71.650002,69.099998,69.650002,62.523968,34211.0
2016-12-08,Tata Tele calls EGM on Dec 14 to oust Mistry,71.449997,72.0,69.75,70.25,63.062584,51729.0
2016-12-09,Bank account portability can be built on Aadhaar,70.949997,71.699997,70.150002,70.5,63.287006,38185.0
2016-12-12,Mumbai Test: India clinch series 3-0 with innings win,71.0,76.0,69.5,74.75,67.102173,333724.0
2016-12-13,Government 'stings' corrupt bank officials: Reports,75.400002,75.400002,69.75,71.400002,64.094917,106002.0
2016-12-14,Despite digital push; government hospitals still in cash mode,71.0,72.050003,69.900002,70.300003,63.107468,42101.0
2016-12-15,Demonetisation move prompts digitisation of milk procurement,70.0,71.900002,68.949997,69.849998,62.703506,71566.0
2016-12-16,Proxy co flags TreeHouse fin transactions; accounting,70.199997,71.400002,68.900002,69.150002,62.075115,56323.0
2016-12-19,Live updates: India v England; 5th Test; Day 5; Chennai,69.150002,69.900002,68.0,68.599998,61.581387,28564.0
2016-12-20,Turkey cop shouted 'Aleppo' and 'revenge' before shooting Russian envoy,68.75,69.300003,66.800003,67.25,60.369518,56683.0
2016-12-21,IHCL EGM turns into informal meet,67.400002,69.0,67.050003,67.349998,60.459282,32728.0
2016-12-22,D-St feels bote ban; FII selloff pain,67.5,67.900002,66.0,66.25,59.471828,36496.0
2016-12-23,India 96th in download speed; behind Nepal; Bangladesh,66.25,68.25,65.199997,66.25,59.471828,59374.0
2016-12-26,Modi defends changes in demonetisation rules; says govt sensitive to feedback,65.5,66.650002,62.650002,62.849998,56.419682,121390.0
2016-12-27,In drought season Rs 500 cr deposited in dist co op banks from Nov 9 14,64.400002,64.699997,62.75,63.75,57.227604,46185.0
2016-12-28,RBI allows bulk issue of prepaid cards,64.550003,66.800003,64.400002,65.400002,58.708786,70381.0
2016-12-29,Makeup sales decline post note ban,65.349998,65.75,63.0,65.0,58.349716,38529.0
2016-12-30,SBI; Magicbricks tie up; eye up to 80L home buyers,65.699997,66.800003,65.25,65.949997,59.202522,30687.0
2017-01-02,Rs 42 lakh payments to Zakir Naik's NGO employee under NIA scanner,66.199997,67.849998,65.5,67.099998,60.234856,34835.0
2017-01-03,45% of loans going to only 300 cos,67.300003,71.0,67.25,69.800003,62.658623,87623.0
2017-01-04,Demonetisation effect: Credit to small; micro units fall 7.7% in November,71.099998,76.900002,71.099998,73.0,65.531219,542301.0
2017-01-05,Listed funds pull out $1.5 billion from India in November,73.949997,75.900002,73.050003,74.0,66.428909,173013.0
2017-01-06,MSMEs see surge in cheque and e-payments,74.550003,74.800003,71.199997,71.800003,64.453995,64021.0
2017-01-09,Russian deputy PM Dimitri Rogozin and PM Modi to meet on the sidelines of Vibrant Gujarat summit,72.800003,73.599998,71.5,71.949997,64.588646,42429.0
2017-01-10,Are you being stalked? Here's how to deal with it,72.699997,75.199997,72.349998,74.099998,66.518669,113952.0
2017-01-11,Stringent H1 visa norms to impact non-IT workers,74.300003,74.949997,72.5,72.650002,65.217026,48301.0
2017-01-12,NSE'S global bourse operations at GIFT to begin in february,73.0,73.699997,72.300003,72.949997,65.486336,37651.0
2017-01-13,Government and RBI on same page on demonetisation; finance panel told,73.599998,74.5,72.599998,73.5,65.980072,84860.0
2017-01-16,Startup bats for e-currency,73.5,75.150002,72.199997,74.050003,66.473793,47844.0
2017-01-17,AAI to privatise terminal management at Jaipur; Ahmedabad; issues tender,73.599998,75.150002,73.349998,73.849998,66.294243,66517.0
2017-01-18,From doormats to slippers; Sushma Swaraj intervention stirs debate on third-party use,74.449997,75.0,73.199997,74.050003,66.473793,37597.0
2017-01-19,Nasim Zaidi as CEC is advantage for UP; here's why,74.5,77.75,73.800003,75.349998,67.640785,153982.0
2017-01-20,Zydus buys US speciality pharma co,75.0,77.0,74.199997,74.5,66.877754,76035.0
2017-01-23,Ola core member & COO Jivrajka steps down,74.050003,75.0,72.650002,73.900002,66.339149,37398.0
2017-01-24,Corporates take baby steps towards mental wellness,74.25,77.449997,74.25,76.050003,68.269173,115208.0
2017-01-25,New US bill proposal to be far harsher than earlier ones: Analysts,76.25,79.800003,76.099998,77.050003,69.166855,242133.0
2017-01-27,Nippon Paint eyes 10% market share in south,77.349998,77.800003,75.25,75.699997,67.954979,50363.0
2017-01-30,Services in India need differential GST rates,75.900002,75.900002,72.699997,73.650002,66.114723,88920.0
2017-01-31,Influential people suppressed Sheena murder for 3 years: Rakesh Maria,73.699997,74.25,72.099998,72.650002,65.217026,44168.0
2017-02-01,Currency in circulation jumps by nearly Rs 90kcr in 2 weeks,74.0,74.0,72.25,73.449997,65.935173,177497.0
2017-02-02,Tax bonanza for small firms may lead to big jump in job creation,72.599998,74.599998,72.599998,73.25,65.755638,42354.0
2017-02-03,U.S. military probing more possible civilian deaths in Yemen raid,73.5,74.5,72.349998,73.150002,65.665871,39565.0
2017-02-06,Govt e-marketplace set to be mandatory for all depts,74.400002,75.0,73.550003,74.300003,66.698212,59410.0
2017-02-07,DRL Q3 net drops 16%,74.099998,76.75,74.099998,75.400002,67.685677,85601.0
2017-02-08,BioAsia attracts investments worth Rs 3;382 cr on Day-1,76.849998,76.849998,74.400002,74.550003,66.922638,36566.0
2017-02-09,Governor purposely delaying swearing in; alleges Sasikala,74.949997,77.0,74.949997,76.099998,68.314056,95887.0
2017-02-10,Jaitley's 10% tax on income from carbon credits a mixed bag,74.300003,75.0,72.099998,72.800003,65.351685,113289.0
2017-02-13,PM Modi asks ministers to furnish details of tours undertaken in last 3 months,72.300003,72.800003,71.0,71.900002,64.543762,68127.0
2017-02-14,Indo-Af trade to get a boost after Iran port opens in a month,71.599998,72.5,70.699997,71.099998,63.825615,22415.0
2017-02-15,Donald Trump's National Security Adviser Michael Flynn quits in 24 days,71.849998,71.900002,69.0,69.449997,62.344425,43780.0
2017-02-16,Anti-Sikh riots probe almost over; SIT gives report,70.0,71.25,69.0,70.449997,63.242115,21952.0
2017-02-17,AR/VR startup Imaginate bags $500K from SRI Capital,71.5,71.5,70.5,70.900002,63.646076,15311.0
2017-02-20,As US-China ties run into trouble; India eyes bigger Asean role,71.949997,71.949997,70.0,70.25,63.062584,41666.0
2017-02-21,Gates Foundation to fund faecal management project in India,70.25,74.099998,69.199997,72.449997,65.037491,101665.0
2017-02-22,InsideView eyes acquisitions in data science; analytics,72.099998,73.25,69.800003,70.349998,63.152351,74336.0
2017-02-23,NPCI to make city its hub,70.349998,71.300003,70.0,70.300003,63.107468,21773.0
2017-02-27,Escape with 'La La Land' or time to get real? Oscars face choice,70.900002,70.900002,69.25,69.5,62.389309,18567.0
2017-02-28,Women not prioritised for farm credit: Swaminathan,70.300003,71.800003,69.599998,69.949997,62.793266,25263.0
2017-03-01,U.S. STOCKS ON THE MOVE-GameStop; Nelnet; Medpace; Donnelley,70.050003,71.400002,69.650002,70.099998,62.927921,24665.0
2017-03-02,Demonetisation effect lingers? Sales managers index at lowest level in three years,71.050003,71.199997,69.550003,69.75,62.613735,21117.0
2017-03-03,Cognizant Acquires Japanese firm Brilliant Service,69.75,70.0,68.400002,69.199997,62.119999,20544.0
2017-03-06,Arthur Andersen alive again in 16 countries,69.75,70.400002,69.099998,69.800003,62.658623,24736.0
