date,headline_text,open,high,low,close,adj close,volume
2011-09-07,Paes-Bhupathi in quarterfinals of US Open,34.599998,34.849998,34.0,34.400002,25.818459,34197.0
2011-09-08,As western banks weaken; desi ones see opportunity,34.299999,35.0,33.0,34.049999,25.555773,44238.0
2011-09-09,State Bank of Hyderabad beat AI to win BCCI Corporate Trophy,34.049999,34.950001,31.1,33.950001,25.480717,19760.0
2011-09-12,For pace; Indians need to look at diet: Holding,34.0,34.25,33.299999,33.950001,25.480717,19636.0
2011-09-13,ICC delays invite; Indian team skips awards function,33.950001,34.5,33.950001,34.099998,25.593296,15635.0
2011-09-14,Mediclaim portability starts in Oct,33.150002,34.200001,32.799999,33.0,24.76771,41966.0
2011-09-15,Google's competition is with innovators in a garage: Nikesh Arora,33.25,33.549999,32.549999,33.0,24.76771,10144.0
2011-09-16,View Hawk-eye in India-England 5th ODI,33.5,33.5,33.0,33.349998,25.030396,18188.0
2011-09-19,18 killed as powerful earthquake jolts northeast India; Nepal,33.599998,33.950001,32.150002,32.950001,24.730185,19540.0
2011-09-20,Kochi Tuskers scrapped from IPL; threatens legal action against BCCI,33.400002,33.450001,32.849998,33.049999,24.805233,17850.0
2011-09-21,Tendulkar writes to ICC CEO Lorgat asking for changes in ODI format,33.5,33.599998,32.599998,33.0,24.76771,28927.0
2011-09-22,Champions League squads,32.700001,33.099998,32.5,32.549999,24.429966,11609.0
2011-09-23,SSB panel to investigate sexual harassment cases,32.049999,33.0,32.049999,32.849998,24.655128,11940.0
2011-09-26,Pace cupboard bare; India left groping for options,32.900002,32.900002,32.0,32.549999,24.429966,5789.0
2011-09-27,SC rejects Lalit Modi's challenge to BCCI,32.049999,33.799999,32.049999,32.700001,24.542545,11465.0
2011-09-28,Apple to unveil iPhone 5 on October 4,32.049999,33.150002,32.049999,32.5,24.392439,3003.0
2011-09-29,Blues trump T&T in Super finish,31.549999,33.099998,31.549999,32.450001,24.354912,2367.0
2011-09-30,Opting out of CLT20 a mutual decision: Suryakumar Yadav,32.5,33.099998,32.0,32.0,24.017172,9124.0
2011-10-03,Pranab; Chidambaram had 'working difference': Salman Khurshid,31.1,32.799999,31.1,32.549999,24.429966,4646.0
2011-10-04,Zaheer Khan won't rush comeback,31.4,32.799999,31.4,32.299999,24.242331,4828.0
2011-10-05,CC vs T&T: Trinidad & Tobago beat Cape Cobras by 2 wickets; Mumbai enter semifinals,32.049999,32.799999,31.75,31.950001,23.979643,6950.0
2011-10-07,China gaming the trading system: Barack Obama,32.0,32.799999,32.0,32.099998,24.092222,6286.0
2011-10-10,Photo Gallery (Champions League Twenty20 2011),32.099998,33.5,32.099998,32.700001,24.542545,9869.0
2011-10-11,iPhone 4S pre-orders top 1m in first 24 hours,31.549999,33.450001,31.549999,32.25,24.204805,9384.0
2011-10-12,Home loan EMIs to rise by 6k cr,32.950001,34.0,32.0,32.299999,24.242331,4128.0
2011-10-13,Refreshed Dhoni gets ready for England challenge,33.0,33.0,32.400002,32.650002,24.50502,5776.0
2011-10-14,Chance for India to restore pride after mauling in England,32.150002,33.25,31.200001,32.799999,24.617601,6842.0
2011-10-17,Bond mkt jittery over borrowing blues,32.400002,36.099998,32.25,35.150002,26.381359,41780.0
2011-10-18,Ind vs Eng: Kohli hundred powers India to 8-wicket victory over England,35.0,35.5,33.599998,34.0,25.518246,11360.0
2011-10-19,VCA conducts mental conditioning programme,34.299999,35.400002,33.299999,33.450001,25.105452,13328.0
2011-10-20,Anna Hazare's movement has served its purpose: PM Manmohan Singh,35.0,35.0,33.0,33.150002,24.880291,8877.0
2011-10-21,A 5.3 magnitude earthquake hits Gujarat: Official,33.049999,33.900002,32.5,33.099998,24.842764,12077.0
2011-10-24,Cities have more women today than ever : Census,32.200001,34.0,32.200001,33.0,24.76771,9123.0
2011-10-25,Dhoni one of the best finishers in ODIs; says Bevan,32.349998,33.400002,32.349998,32.950001,24.730185,6406.0
2011-10-28,All of us want to be first to win Indian GP: Sebastian Vettel,33.900002,33.950001,32.099998,32.349998,24.279858,34336.0
2011-10-31,F1: Sebastian Vettel dominates Indian GP; says 'don't want this to end',32.700001,33.150002,32.400002,33.0,24.76771,10594.0
2011-11-01,Jury undecided in spot-fixing trial,33.0,33.5,32.700001,33.200001,24.917814,8343.0
2011-11-02,Test series results,32.700001,33.849998,32.700001,33.349998,25.030396,7203.0
2011-11-03,Pakistan offers peace dividend; grants India MFN status,32.700001,33.900002,32.700001,33.25,24.955343,1349.0
2011-11-04,Ranji Trophy: Late strikes give Delhi edge against Haryana,34.0,34.0,33.099998,33.25,24.955343,6386.0
2011-11-08,Ind vs WI: Advantage West Indies as Indian batting fails again,34.0,34.0,32.099998,32.599998,24.467493,9052.0
2011-11-09,Caterer may put AI on cash-&-carry,33.799999,33.950001,32.299999,32.400002,24.317389,20460.0
2011-11-11,Uthappa; Kartik shine,31.700001,32.400002,30.85,31.65,23.754486,13678.0
2011-11-14,End policy paralysis: India Inc,34.349998,34.349998,31.0,31.35,23.529325,10116.0
2011-11-15,Gold at all-time high of Rs 29;295,30.950001,31.6,30.5,30.5,22.891365,7217.0
2011-11-16,HDFC Bank overtakes SBI in m-capitalisation,30.200001,31.0,29.6,29.799999,22.365992,10863.0
2011-11-17,Private banks beat PSU rivals in market-cap,29.799999,30.5,29.0,29.950001,22.478573,5516.0
2011-11-18,Tough to emulate Lara; says Darren Bravo,29.1,31.0,28.5,28.9,21.69051,11783.0
2011-11-21,Prime Minister Manmohan Singh back home after concluding two-nation visit,30.0,30.0,28.0,28.35,21.277714,11518.0
2011-11-22,Record feat in his bag; Khaleel remembers bad times too,29.6,29.6,28.0,28.049999,21.052553,18708.0
2011-11-23,Will Harbhajan Singh get an opportunity?,28.6,28.6,27.5,27.950001,20.977497,4093.0
2011-11-24,Petrol prices spell windfall for govt,27.15,28.950001,27.15,27.5,20.639753,11690.0
2011-11-25,Dhoni; Sachin may be rested for ODIs against West Indies,27.299999,29.0,27.299999,27.9,20.939974,7931.0
2011-11-28,Black money probe: Govt may soon reveal names of those with illegal foreign accounts,28.0,28.35,27.950001,28.049999,21.052553,8428.0
2011-11-29,Sukram gets bail jail term suspendedampnbsp,28.0,28.25,27.049999,27.9,20.939974,3758.0
2011-11-30,Govt stares at setback as it canamp39t break FDI logjam,27.75,28.0,27.049999,27.75,20.827391,4938.0
2011-12-01,GDP growth slows to 6.9% in Sept qtr; seen weak in qrtrs ahead,28.0,28.25,27.75,28.0,21.015028,3101.0
2011-12-02,Ind vs WI: India look to maintain winning mode in 2nd ODI,27.5,27.9,26.299999,26.65,20.001801,48741.0
2011-12-05,Ind vs WI: 'Relaxed' India face 'desperate' West Indies in 3rd ODI,27.65,28.5,27.0,27.799999,20.864916,8178.0
2011-12-07,No software can prescreen sarcasm,28.0,28.0,27.200001,27.450001,20.60223,8570.0
2011-12-08,China targets India for Buddhist monksamp39 stir in Sichuan,27.200001,27.450001,26.549999,26.799999,20.114382,4699.0
2011-12-09,House panel kills 3 key reform bills,26.0,26.9,26.0,26.4,19.814167,8624.0
2011-12-12,Manoj Tiwary finally earns his spurs,26.0,26.799999,24.85,25.1,18.838467,47825.0
2011-12-13,I didn't want to be a figurehead: Kumble,25.049999,25.6,24.9,25.35,19.026102,10010.0
2011-12-14,Ranji Trophy: Marathe century helps Mumbai reach 203/3 on Day 1,25.5,25.5,24.700001,24.799999,18.613306,5455.0
2011-12-15,Ranji Trophy: Mumbai consolidate after solid start,24.299999,25.450001,24.0,24.700001,18.538258,6225.0
2011-12-16,Mumbai-UP Ranji match evenly poised,24.5,25.35,24.5,24.5,18.388147,4539.0
2011-12-19,This slum boy is Delhi's rising cricket star,24.549999,25.200001,24.299999,24.799999,18.613306,7729.0
2011-12-20,Industry asks govt to seek political consensus on reforms,25.950001,25.950001,24.049999,24.049999,18.050402,4332.0
2011-12-21,Final chance for Ranji Trophy hopefuls,24.049999,25.0,23.549999,24.35,18.275566,3548.0
2011-12-22,Indian with 39 wives; 94 kids is the strangest story of 2011,24.0,24.950001,23.0,24.5,18.388147,6636.0
2011-12-23,Steve Jobs to be given posthumous Grammy,24.799999,26.0,24.799999,25.200001,18.913523,15680.0
2011-12-26,India; Australia ready for Boxing Day skirmish,25.65,25.9,25.200001,25.75,19.326319,5748.0
2011-12-27,Ind vs Aus: Fortunes swing before Haddin; Siddle steady Australia,26.299999,26.799999,25.75,25.950001,19.476425,5282.0
2011-12-28,Lok Sabha passes Whistle-blowers bill,25.299999,25.75,24.700001,25.450001,19.101158,14596.0
2011-12-29,Western Railway power into final,25.6,25.6,24.5,25.25,18.951052,7215.0
2011-12-30,Mid-night drama in Rajya Sabha over Lokpal Bill,25.6,25.85,25.1,25.4,19.063627,11316.0
2012-01-02,India see red over green SCG pitch for second Test,25.549999,26.700001,25.549999,26.25,19.701586,10843.0
2012-01-03,Ranji Trophy: Haryana call the shots against Karnataka,26.799999,28.299999,26.799999,27.9,20.939974,15748.0
2012-01-04,2nd Test: Indian batting flounders as Australia grab initiative,27.049999,28.950001,27.049999,27.799999,20.864916,3905.0
2012-01-05,Haryana reach Ranji Trophy semifinals after 20 years,27.25,28.6,27.25,28.049999,21.052553,5949.0
2012-01-06,Ranji Trophy: Mumbai play safe to enter semis,28.5,28.75,27.25,28.35,21.277714,9408.0
2012-01-09,Now; Congress faces Pawar problem over civic polls,29.5,31.0,29.0,30.1,22.591156,23829.0
2012-01-10,Hussey says 'Monkeygate' made India more determined in 2008,30.75,32.0,30.0,30.549999,22.928892,14402.0
2012-01-11,100% FDI in single-brand reality now,31.0,31.25,30.0,30.700001,23.041471,7446.0
2012-01-12,Raina; Harbhajan stir up ODI pot,30.5,31.5,29.9,31.15,23.379213,10576.0
2012-01-13,Infosys Q3 net up 33%; gives guidance shock,31.9,31.9,30.4,30.85,23.154051,4759.0
2012-01-16,Nuclear weapons only for strategic deterrence: Army chief,30.25,31.9,30.25,30.700001,23.041471,4590.0
2012-01-17,Dera yet to take a call on whom to support in Punjab polls,31.950001,31.950001,30.700001,31.0,23.266634,4752.0
2012-01-18,Rohit Sharma or VVS Laxman? Guessing game begins,30.799999,30.950001,30.1,30.25,22.703735,4797.0
2012-01-19,Centre asked to respond to Modi's plea by HC,31.549999,31.549999,30.15,30.25,22.703735,4566.0
2012-01-20,Under-fire VVS Laxman throws down the gauntlet,31.35,31.35,30.0,30.450001,22.853844,4753.0
2012-01-23,India's pride at stake in Adelaide Oval,30.799999,30.799999,29.799999,30.35,22.778784,8511.0
2012-01-24,This is the best Aussie attack I've ever seen: Sehwag,30.200001,30.6,29.65,30.15,22.628679,5333.0
2012-01-25,No option but to slap when power to tolerate graft runs out: Hazare,30.549999,30.9,30.0,30.200001,22.666206,4429.0
2012-01-27,Govt firm on decision to ban ex-Isro chief Madahavan Nair,30.4,31.0,30.299999,30.700001,23.041471,11502.0
2012-01-30,Test series results,31.0,31.1,30.25,30.35,22.778784,3454.0
2012-01-31,Assembly polls: High turnout in Punjab; Uttarakhand fuels suspense,30.85,30.9,30.0,30.049999,22.553623,6283.0
2012-02-01,US deports two European tourists over 'destroy America' tweet,30.049999,31.0,30.049999,30.6,22.966421,6528.0
2012-02-02,Home ministry plans school to train spies; cops,31.35,31.35,30.200001,30.85,23.154051,17499.0
2012-02-03,Sehwag or Kohli can lead the Test side: Azharuddin,30.9,31.299999,30.65,31.0,23.266634,6987.0
2012-02-06,Yuvraj Singh has cancer; in US for chemotherapy since January,30.799999,31.5,30.799999,31.25,23.454271,10788.0
2012-02-07,Yuvraj Singh upbeat about cure; doctors say he could return stronger,30.700001,31.5,30.6,30.75,23.079002,6126.0
2012-02-08,Yuvraj Singh will come out a winner: Yograj,31.25,31.4,30.700001,31.35,23.529325,21136.0
2012-02-09,Hope BCCI; Sahara sign truce; says Ganguly,31.549999,33.400002,31.1,32.700001,24.542545,31658.0
2012-02-10,Pak Qaida chief with J&K past killed in drone strike,32.049999,35.75,32.049999,34.900002,26.193731,81053.0
2012-02-13,Small car loses appeal with market share dipping below 50%; SUVs surge,34.099998,34.099998,32.0,32.5,24.392439,37472.0
2012-02-14,Ten bogies of passenger train derails; 5 injured,32.900002,33.700001,32.5,32.700001,24.542545,10416.0
2012-02-15,Finally; India to give nod to investments from Pakistan,32.849998,33.5,32.599998,32.799999,24.617601,12169.0
2012-02-16,WHO lauds Indian scheme to reduce neonatal mortality,32.599998,33.25,32.599998,33.0,24.76771,7189.0
2012-02-17,Killing of fishermen: Murder case registered against armed guards of Italian ship,32.700001,34.900002,32.700001,33.200001,24.917814,13517.0
2012-02-21,Sehwag to lead unsettled India in crucial clash against Lanka,33.200001,33.200001,31.1,32.799999,24.617601,19521.0
2012-02-22,Run-out controversy: It's fair & within the laws; so why dither?,33.0,33.450001,31.799999,32.25,24.204805,10045.0
2012-02-23,Asia Cup history,32.0,32.0,30.4,31.299999,23.491796,8550.0
2012-02-24,Will Irfan Pathan help swing India's fortunes?,30.65,32.200001,30.65,31.1,23.341686,5100.0
2012-02-27,Postman rings twice in rural areas for inflation data,31.950001,31.950001,29.75,29.9,22.441042,6747.0
2012-02-28,Tri-series: Despairing India hope against hope for bonus point,30.950001,31.299999,29.200001,30.0,22.516102,7455.0
2012-02-29,Air Marshal Tahir Rafiq Butt new chief of Pakistan Air Force,31.0,31.0,30.4,30.75,23.079002,5124.0
2012-03-01,Windows 8: 7 reasons why you need it,30.950001,31.450001,30.0,30.950001,23.229107,5049.0
2012-03-02,Asia Cup squad: Sehwag had asked selectors to drop him,31.4,31.4,30.4,30.6,22.966421,7009.0
2012-03-05,BCCI should look at grounds before deciding venues: Harbhajan Singh,30.5,31.5,30.5,31.299999,23.491796,24298.0
2012-03-06,I am happy with the way things are going: Harbhajan Singh,31.1,31.1,30.15,30.35,22.778784,19517.0
2012-03-07,'Wall-jumping' Sreesanth in the dock; yet again,30.0,31.049999,29.15,29.9,22.441042,4007.0
2012-03-09,IPS officer crushed to death by mining mafia in Madhya Pradesh,29.25,30.799999,29.25,30.1,22.591156,3388.0
2012-03-12,Asia Cup: Bangladesh lose nerve; match in a tight finish against Pakistan,30.0,30.950001,30.0,30.25,22.703735,8155.0
2012-03-13,Asia Cup: India aim for revival of fortunes against Sri Lanka,31.0,31.200001,29.4,31.0,23.266634,8340.0
2012-03-14,200 million Indians have no TV; phone or radio,30.6,30.700001,30.15,30.35,22.778784,1750.0
2012-03-15,Aussie women thrash India by 221 runs to win ODI series,31.0,31.1,30.25,30.25,22.703735,5086.0
2012-03-16,Pak vs SL: Pakistan spank Sri Lanka to storm into the final of Asia Cup,31.35,33.25,31.0,31.950001,23.979643,29081.0
2012-03-19,Govt decides against cess on diesel vehicles,32.950001,35.299999,32.0,34.799999,26.118675,61880.0
2012-03-20,Mulayam rescues govt in Lok Sabha; but plays hard to get,34.200001,35.700001,33.0,34.299999,25.743404,34336.0
2012-03-21,Bangladesh brush aside Sri Lanka to enter Asia Cup final,33.200001,34.5,31.049999,33.349998,25.030396,21466.0
2012-03-22,Steve Waugh my role model; says Rahul Dravid,33.75,33.849998,32.599998,33.0,24.76771,7048.0
2012-03-23,Chennai forces India to split from Asia; censure Sri Lanka,33.700001,33.700001,32.549999,33.200001,24.917814,6084.0
2012-03-26,20 fake passports helped Dawood flee country,33.950001,33.950001,32.0,32.200001,24.167278,11519.0
2012-03-27,Chris Cairns wins libel case against Lalit Modi,32.299999,32.650002,31.85,32.349998,24.279858,5584.0
2012-03-28,As tributes flow; Rahul Dravid is moved to tears,32.299999,32.299999,30.85,30.9,23.191582,7100.0
2012-03-29,Desi netizens spend over 8 hours a day online: Survey,30.549999,32.200001,30.1,31.950001,23.979643,5667.0
2012-03-30,Apple in numbers: 9 little-known facts,32.0,33.299999,31.5,32.25,24.204805,6566.0
2012-04-02,Indian envoy in South Sudan on oil mission,31.6,32.700001,31.6,32.049999,24.054699,1924.0
2012-04-03,IPL 2012 Opening Ceremony: Bollywood stars promise glittering launch to IPL 5,32.700001,32.700001,31.75,32.150002,24.129751,5546.0
2012-04-04,IPL 2012 Opening Ceremony: IPL party begins with star-studded opening ceremony as fans swoon,32.049999,33.200001,31.700001,33.0,24.76771,1514.0
2012-04-09,IPL 5: Second straight win for Team Pune,33.0,33.25,31.65,33.049999,24.805233,4034.0
2012-04-10,I will not allow Yuvraj Singh to play any IPL match: Subrata Roy,33.0,33.0,31.299999,31.65,23.754486,4974.0
2012-04-11,Anna smells conspiracy against Gen; 'honest' minister,32.75,32.75,31.299999,32.349998,24.279858,1828.0
2012-04-12,Audi pips Mercedes to No. 2 in India,32.299999,32.549999,31.15,31.700001,23.792013,4913.0
2012-04-13,President seeks SC clarity on 2G ruling fallout,32.400002,32.400002,31.4,31.799999,23.867065,5358.0
2012-04-16,IPL 2012: Ajinkya Rahane ton floors Team Bangalore,32.900002,32.900002,31.4,31.85,23.904593,4544.0
2012-04-17,IPL 5: Team Delhi hunts Team Mumbai in a pack,32.150002,34.549999,32.150002,33.950001,25.480717,26622.0
2012-04-18,Ajinkya Rahane's striking resemblance to Rahul Dravid,34.0,34.0,32.849998,33.0,24.76771,6289.0
2012-04-19,India pitches for membership of global non-proliferation regimes,33.75,33.75,32.400002,33.049999,24.805233,7047.0
2012-04-20,I feel sorry for Hyderabad: Kevin Pietersen,33.5,34.0,32.549999,33.599998,25.218029,7788.0
2012-04-23,DC vs KKR: Kolkata pip Deccan in tricky match; jump to 3rd place in IPL table,34.900002,36.900002,34.0,35.400002,26.568998,89844.0
2012-04-24,SC clears way for Bikram Singh's appointment as next Army chief dismissed,35.0,35.599998,34.25,35.200001,26.41889,16642.0
2012-04-25,Sehwag stars in eight-wicket romp over Pune,35.299999,35.299999,34.099998,34.450001,25.855986,7754.0
2012-04-26,Datawind may replace Quad with VMC for making Aakash II,34.0,35.0,33.200001,34.299999,25.743404,9209.0
2012-04-27,Cabinet okays weak banking bill,34.5,34.650002,33.099998,33.25,24.955343,3967.0
2012-04-30,Gujarat company sells starch biz for Rs 950 crore,33.299999,34.5,33.099998,33.400002,25.067924,6767.0
2012-05-02,Concept iPhone 5 video goes viral on the web,33.400002,34.450001,33.400002,34.349998,25.78093,7780.0
2012-05-03,Pakistan desires to expand ties with India: Yousuf Raza Gilani,34.5,35.25,33.900002,35.049999,26.306309,13422.0
2012-05-04,Charges against me are not of criminal nature: Yousuf Raza Gilani,35.25,35.25,33.75,34.700001,26.043617,7807.0
2012-05-07,Passport information can be made public under RTI; CIC says,34.599998,34.599998,33.400002,34.25,25.705875,11538.0
2012-05-08,Bank error makes farmer a billionaire; but for 40 minutes,34.900002,34.900002,33.5,34.099998,25.593296,7795.0
2012-05-09,Mandeep magic keeps Punjab in playoff hunt,33.0,34.450001,32.150002,33.450001,25.105452,8050.0
2012-05-10,Arbitration cases may turn tables on govt,33.900002,33.900002,32.75,33.049999,24.805233,5458.0
2012-05-11,RR vs CSK: Chennai Super Kings beat Rajasthan Royals by 4 wickets,32.5,34.900002,32.450001,34.299999,25.743404,33019.0
2012-05-14,Culprit behind leak of Army chief's letter nailed? Govt says no,34.5,35.5,33.349998,33.849998,25.405664,21615.0
2012-05-15,IPL spot-fixing: After TV sting; BCCI says it won't tolerate corruption,34.200001,34.200001,32.049999,32.450001,24.354912,16329.0
2012-05-16,BCCI suspends 5 cricketers for IPL spot fixing,32.900002,32.900002,32.099998,32.450001,24.354912,7220.0
2012-05-17,Greek tragedy continues; Re falls to all-time low of 54.5,33.0,33.150002,31.799999,32.299999,24.242331,14459.0
2012-05-18,Gold demand plunges 29% in Q1,32.0,32.450001,31.450001,32.150002,24.129751,17082.0
2012-05-21,IPL 5: Mumbai brush aside Rajasthan by 10 wickets,32.5,32.950001,31.799999,32.099998,24.092222,13566.0
2012-05-22,It's Sehwag vs Gambhir as Delhi take on Kolkata in IPL Qualifier 1,33.0,33.0,32.0,32.299999,24.242331,18501.0
2012-05-23,15 tech jobs that saw plus-20% increment in '12,32.599998,32.599998,31.5,32.0,24.017172,9036.0
2012-05-24,2G; tax row start to put strain on diplomatic ties,32.099998,32.5,32.099998,32.25,24.204805,985.0
2012-05-25,Senate committee cuts Pakistan aid over conviction,33.0,33.0,30.549999,32.150002,24.129751,13807.0
2012-05-28,Poor facilities at India 'A' camp,32.400002,32.900002,31.950001,32.099998,24.092222,10524.0
2012-05-29,ISI chief Zahir-ul-Islam's US visit put off: Pak military,32.599998,32.75,32.0,32.349998,24.279858,5226.0
2012-05-30,I always believed in my talent; says Bisla,32.0,32.400002,31.5,31.9,23.942118,4310.0
2012-05-31,I'm not apologising: Shah Rukh Khan,32.349998,32.349998,31.0,31.25,23.454271,4892.0
2012-06-01,Pakistan welcome but where's the window: MS Dhoni,32.549999,32.549999,30.6,30.950001,23.229107,7371.0
2012-06-04,Trade policy may have sops for SEZs,31.65,31.65,30.0,30.049999,22.553623,13483.0
2012-06-05,Yuvraj nears full fitness; set to play again soon,32.450001,32.650002,30.549999,31.049999,23.304159,11745.0
2012-06-06,VJD system mastermind accuses ICC of bias,31.75,32.400002,30.9,31.9,23.942118,8167.0
2012-06-07,Gadchiroli again in thick of police-Naxal action,32.0,32.5,31.0,31.4,23.566847,18842.0
2012-06-08,Top Army official flies in GoAir cockpit; DGCA summons pilots,31.5,31.9,29.700001,30.15,22.628679,29546.0
2012-06-11,Run machine @Rajya Sabha!,31.700001,31.700001,29.049999,30.049999,22.553623,26149.0
2012-06-12,Payyade; Karnatak triumph in Comrade Shield tournament,30.5,31.0,30.0,30.85,23.154051,3861.0
2012-06-13,MEA reviews choice of steno as North Korea envoy,31.049999,31.6,30.15,31.049999,23.304159,10536.0
2012-06-14,Mamata; Mulayam reject Sonia's choice; dim Pranab's presidential hopes,31.1,32.0,30.200001,30.950001,23.229107,16137.0
2012-06-15,Petrol price may be cut by up to Rs 2 a litre soon,31.4,31.549999,30.549999,31.299999,23.491796,4126.0
2012-06-18,India Inc cuts flab in fitness drive,31.299999,31.65,30.0,30.299999,22.741257,7544.0
2012-06-19,27 of 120 Air India executive pilots fall ill,30.299999,30.700001,30.200001,30.25,22.703735,3708.0
2012-06-20,Nationalist Congress Party to act against Sangma,30.9,31.75,30.6,31.549999,23.67943,9931.0
2012-06-21,BCCI affiliated units educating their players,31.9,31.9,30.85,31.15,23.379213,4289.0
2012-06-22,Fire at Mumbai Mantralaya kills three; chars vital files,31.4,31.4,30.65,31.25,23.454271,2756.0
2012-06-25,It was Srinivasan's idea to honour former cricketers,31.85,31.85,31.1,31.299999,23.491796,3921.0
2012-06-26,BCCI rejects ICC's recommendation on DRS,31.75,32.25,31.5,31.85,23.904593,5063.0
2012-06-27,Sarabjit gets his life back; set to return home soon,31.049999,32.0,31.0,31.799999,23.867065,5622.0
2012-06-28,Pakistan lodges complaint over poor umpiring decisions,31.700001,32.0,30.799999,31.049999,23.304159,23579.0
2012-06-29,Wimbledon: Leander-Stepanek pair rolls into Round 2,31.799999,32.25,31.049999,31.700001,23.792013,13023.0
2012-07-02,Mutual Fund entry load may return,32.0,33.200001,31.4,33.0,24.76771,18443.0
2012-07-03,Finance ministry opposes DoT's 2G proposal,33.349998,33.349998,32.549999,32.950001,24.730185,13237.0
2012-07-04,Air India pilots end strike after 58 days,33.049999,33.299999,32.650002,33.0,24.76771,13279.0
2012-07-05,Wimbledon: Paes-Vesnina in mixed doubles pre-quarters,33.950001,33.950001,32.849998,33.0,24.76771,6725.0
2012-07-06,6 films on Babu Jagjivan Ram in 3 yrs on Lok Sabha TV,33.25,34.200001,33.0,33.900002,25.443195,16715.0
2012-07-09,Internet shutdown: McAfee's free tool to help users,33.299999,34.5,33.299999,34.049999,25.555773,13698.0
2012-07-10,Ansari set to get second term as Vice-President,34.200001,34.450001,33.900002,34.049999,25.555773,6159.0
2012-07-11,New Decision Review System research to be shown to BCCI,34.200001,34.900002,33.099998,33.349998,25.030396,5566.0
2012-07-12,Tanishq test-marketing 500 diamonds,33.900002,33.900002,32.650002,33.450001,25.105452,4200.0
2012-07-13,Agni-I set to be test-fired off Odisha coast,33.849998,34.0,32.400002,33.599998,25.218029,19314.0
2012-07-16,It's a make-or-break situation: Kingfisher Airlines,33.900002,33.900002,32.549999,33.700001,25.293085,5906.0
2012-07-17,Alka Lamba removed from NCW panel probing molestation case,33.150002,34.0,33.150002,33.650002,25.255558,4156.0
2012-07-18,When small is big,33.549999,33.950001,33.150002,33.450001,25.105452,2642.0
2012-07-19,Government looks to make rape laws gender-neutral,33.950001,33.950001,33.349998,33.799999,25.368137,2552.0
2012-07-20,Sharad Pawar; Praful Patel skip Cabinet meet; Congress-NCP ties shaky,34.150002,34.150002,33.299999,33.549999,25.180502,10453.0
2012-07-23,Pranab Mukherjee records huge win; gets almost 70% of votes,32.950001,32.950001,30.35,31.299999,24.591257,21071.0
2012-07-24,Ethnic clash in Assam: Army out in Kokrajhar as toll touches 19,31.4,31.549999,30.25,30.799999,24.198425,5803.0
2012-07-25,Modi's death was as mysterious and sudden as his exit from cricket,31.25,31.25,30.35,30.549999,24.002008,3453.0
2012-07-26,Pollard; Bravo to play for T&T in CLT20,29.9,31.200001,29.4,29.4,23.098494,8728.0
2012-07-27,Congress-NCP truce may not last,32.049999,32.049999,29.35,29.65,23.294914,9018.0
2012-07-30,Congress MP Vijay Darda retracts remark praising Modi,31.35,31.35,29.5,30.25,23.766312,2980.0
2012-07-31,28 die as speeding Tamil Nadu Express catches fire,30.75,30.75,29.15,29.75,23.37348,11982.0
2012-08-01,Chidambaram returns to finance; Sushilkumar Shinde placed in home,30.6,30.6,29.6,30.450001,23.923445,1904.0
2012-08-02,I was excellent as power minister; insists Sushilkumar Shinde,30.450001,31.5,30.450001,31.299999,24.591257,4610.0
2012-08-03,PM eases land transfer policy to fast track infra projects,31.5,32.400002,30.6,32.200001,25.298351,17166.0
2012-08-06,Shooting at US gurdwara injures many; hostages likely,35.0,38.599998,34.5,36.450001,28.637424,195265.0
2012-08-07,Kidneys; liver fail; Vilasrao Deshmukh on life support,37.5,38.599998,35.299999,36.400002,28.598139,69295.0
2012-08-08,Males put on hold as India Inc chases women workers,37.5,37.5,33.700001,34.299999,26.948242,220838.0
2012-08-09,Australia lose top ODI spot to England,34.0,37.25,34.0,35.0,27.498211,64728.0
2012-08-10,Kasab brought face to face with 26/11 handler Abu Jundal,35.0,36.5,34.200001,34.5,27.105377,19492.0
2012-08-13,We delivered; says British Prime Minister David Cameron,34.25,34.25,32.0,33.099998,26.005451,31282.0
2012-08-14,IPL council to hear DC mortgage case,33.200001,33.25,32.700001,32.900002,25.84832,6029.0
2012-08-16,Cheteshwar Pujara sees hope in Test return after a tough 2011,32.5,35.0,32.099998,33.150002,26.044735,7621.0
2012-08-17,Team India sports new jersey; a fitter Yuvraj,32.75,33.5,32.700001,33.049999,25.966166,10450.0
2012-08-21,Aggression is Brendon McCullum's mantra,34.650002,35.299999,32.75,34.099998,26.791111,14972.0
2012-08-22,No end to Sachin Tendulkar's learning curve,34.799999,35.299999,34.549999,35.150002,27.616056,22272.0
2012-08-23,BCCI clearing way for Arun Jaitley?,35.25,35.25,34.549999,34.700001,27.262508,6547.0
2012-08-24,SMS ban: Youngsters cry foul,35.0,35.0,34.349998,34.799999,27.341076,14553.0
2012-08-27,Sreesanth's Onam is with family,34.599998,34.900002,34.099998,34.549999,27.144659,5213.0
2012-08-28,Dampa in Tampa: Isaac rains on the Republican parade,34.099998,34.450001,33.849998,33.950001,26.673264,15493.0
2012-08-29,Assam toll crosses 90; Army begins search to locate weapons,34.900002,34.950001,33.799999,34.200001,26.869682,3599.0
2012-08-30,Rural consumption outpaces that in cities,34.5,35.299999,34.0,34.599998,27.183945,25726.0
2012-08-31,India welcomes US sanctions on eight Lashkar leaders,34.650002,34.799999,34.25,34.549999,27.144659,11075.0
